day,word,definition,difficulty,korean
50,see off,[v] to go to a station or airport to say goodbye to someone who is leaving,2,배웅하다
50,set off,[v] to start a journey; [v] to make a bomb explode; [v] to cause something to happen,2,출발하다; 터뜨리다; (사건을) 일으키다
50,show off,[v] to try to make people admire your abilities or possessions,2,"자랑하다, 과시하다"
50,take off,[v] to remove clothes from your body; [v] (of a plane) to leave the ground and begin to fly; [v] to take time as a holiday from work,2,벗다; 이륙하다; 휴가를 보내다
50,turn off,"[v] to stop the flow of electricity, gas or water by using a switch or button; [v] to make someone lose interest",2,끄다; 잠그다; 흥미를 잃게 하다
50,wear off,[v] to gradually disappear or stop having an effect,2,"(차츰) 사라지다, 없어지다"
50,work off,[v] to get rid of a strong feeling by doing something active; [v] to pay back money by working,2,"(감정을) 해소하다, 풀다; (빚을) 갚다"
50,do away with,[v] to get rid of something; to officially end a law or system,2,없애다; 폐지하다
50,give away,"[v] to give something to someone for free; [v] to reveal a secret, often by accident",2,주다; 기부하다; 누설하다
50,pass away,[v] to die (used as a polite expression),2,"사망하다, 돌아가시다"
50,take away,[v] to remove something from a place or person,2,"제거하다, 치우다"
50,turn away,[v] to refuse to let someone enter a place; [v] to refuse to help or support someone,2,"돌려보내다; 거부하다, 외면하다"
51,break in,"[v] to enter a building illegally, usually to steal; [v] to interrupt a conversation; [v] to wear new shoes until they are comfortable",2,(건물에) 침입하다; (대화에) 끼어들다; (새것을) 길들이다
51,bring in,[v] to introduce a new law or system; [v] to earn or make an amount of money,2,(체제 등을) 도입하다; 벌어들이다
51,count in,[v] to include someone in an activity or plan,2,"(어떤 활동이나 계획에) 포함시키다, 넣다"
51,fill in,[v] to write information in the empty spaces on a form; [v] to do someone's job for a short time,2,(서식을) 작성하다; (일이나 직책을) 대신하다
51,give in,[v] to hand work to someone in authority; [v] to finally agree to something you did not want; [v] to admit defeat,2,제출하다; (마지못해) 받아들이다; 항복하다
51,hand in,[v] to give a piece of work or document to someone in authority,2,"(과제물 등을) 제출하다, 내다"
51,let in on,[v] to tell someone a secret; [v] to allow someone to take part in something secret,2,(비밀 등을) 알려주다; (비밀스러운 일에) 끼워 주다
51,put in,"[v] to fix equipment or furniture in place; [v] to spend time, money or effort on something",2,"(장비, 가구 등을) 설치하다; (돈, 노력 등을) 들이다; (남의 말을) 거들다"
51,take in,"[v] to eat, drink or breathe something into the body; [v] to understand and remember information",2,섭취하다; 이해하다; 포함하다
51,be into,[v] to be very interested in something and enjoy it,2,(~에) 관심이 많다; 좋아하다
51,break into,"[v] to enter a building illegally, especially by force; [v] to suddenly start laughing, crying or singing",2,"(건물에) 침입하다; 끼어들다; (눈물, 웃음 등을) 갑자기 터뜨리다"
51,come into,[v] to receive money or property after someone dies; [v] to be involved or important in a situation,2,(유산으로) 물려받다; (중요하게) 작용하다
51,go into,[v] (of time or money) to be used for a purpose; [v] to start doing a particular job; [v] to discuss something in detail,2,"(돈, 시간 등이) 투입되다; 시작하다; 논의하다"
51,look into,[v] to examine the facts of a problem or situation carefully,2,"조사하다, 주의 깊게 살피다"
51,put into,[v] to spend time or effort on something; [v] to add a quality to something,2,"(시간, 노력 등을) 들이다; (어떤 특질을) 더하다"
51,run into,[v] to meet someone by chance; [v] to experience a difficulty or problem,2,(~와) 우연히 만나다; (곤경에) 부딪히다; 이르다
51,talk into,[v] to persuade someone to do something,2,설득해서 ~하게 하다
51,come over,[v] to visit someone at their home; [v] (of a strong feeling) to suddenly affect someone,2,(특히 누구의 집에) 들르다; (격한 감정이) 밀려오다
51,get over,"[v] to recover from an illness, shock or unpleasant experience; [v] to solve a problem",2,"(불쾌한 상황, 감정을) 극복하다; 해결하다"
51,give over to,[v] to hand something over to someone; [v] to use something for a particular purpose,2,"(~에게) 넘기다, 양도하다; 사용하다"
51,go over,[v] to examine or check something carefully; [v] to practice or repeat something,2,검토하다; (반복해서) 연습하다
51,look over,[v] to examine something quickly,2,"(빠르게 대충) 훑어보다, 살펴보다"
51,pull over,[v] (of a vehicle) to move to the side of the road and stop,2,(차를) 길 한쪽에 대다
51,run over,[v] (of a vehicle) to hit a person or animal and drive over them; [v] (of a liquid) to flow over the edge of a container,2,(차로) 치다; (액체가) 넘치다
51,stop over,[v] to stay somewhere for a short time during a long journey,2,잠시 머무르다; 경유하다
51,take over,[v] to take control of something or take responsibility for a job from someone,2,"(책임, 의무 등을) 넘겨받다, 이어받다"
51,turn over,[v] to move something so that the other side faces up; [v] to give someone control or responsibility for something,2,"뒤집다; (권리, 책임 등을) 넘겨주다"
52,ask out,[v] to invite someone to go on a date with you,2,데이트 신청하다
52,break out,"[v] (of war, fire or disease) to start suddenly; [v] to escape from a prison",2,발생하다; 탈출하다
52,bring out,[v] to make a particular quality or talent easy to notice; [v] to produce and start selling a new product,2,"(재능, 특징 등을) 끌어내다; 출시하다"
52,burn out,[v] to stop burning because there is nothing left to burn; [v] to become extremely tired from working too hard,2,다 타서 없어지다; 완전히 지치다
52,burst out,[v] to suddenly start doing something such as laughing or crying; [v] to say something suddenly and loudly,2,갑자기 ~하기 시작하다; 버럭 소리를 지르다
52,carry out,[v] to do and complete a task or plan,2,"실행하다, 수행하다"
52,drown out,[v] (of a loud noise) to prevent another sound from being heard,2,(소음이) ~을 들리지 않게 하다
52,figure out,[v] to calculate an amount; [v] to find the answer to a problem or understand something,2,산출[계산]하다; 알아내다
52,lay out,[v] to spread things out or arrange them so they can be seen easily; [v] to explain something clearly and in detail,2,"(보기 쉽게) 펼치다, 배치하다; 자세히 설명하다"
52,leave out,[v] to not include someone or something,2,"(~을) 빼다, 배제시키다"
52,make out,"[v] to be able to see, hear or understand something with difficulty; [v] to manage or succeed in a situation",2,"알아내다; 이해하다; (잘)해 나가다, 성공하다"
52,pass out,[v] to give things to each person in a group; [v] to become unconscious; to faint,2,"나눠주다; 의식을 잃다, 기절하다"
52,pick out,[v] to choose someone or something from a group; [v] to recognize someone or something among others,2,"고르다, 집어내다; 알아내다, 분간하다"
52,put out,[v] to place something outside; [v] to produce and sell a new product; [v] to stop a fire from burning,2,(밖으로) 내놓다; 출시하다; (불을) 끄다
52,rule out,[v] to decide that something is not possible or suitable; to exclude,2,"제외시키다, 배제하다"
52,set out,[v] to begin a journey; [v] to begin doing something with a particular aim; [v] to arrange things so they can be seen,2,"출발하다; 착수하다, 진열하다"
52,stand out,[v] to be very easy to see or notice,2,"두드러지다, 눈에 띄다"
52,turn out,[v] to come to an event; [v] to happen in a particular way or prove to be something; [v] to switch off a light,2,"모습을 드러내다; (~인 것으로) 드러나다; 만들어내다, (불 등을) 끄다"
52,wear out,[v] to become thin or damaged after much use; [v] to make someone extremely tired,2,"닳다, 닳게 하다; 지치게 하다"
52,wipe out,[v] to destroy something completely; [v] to make someone extremely tired,2,파괴하다; 지치게 하다
52,work out,[v] to develop in a successful way; [v] to find the answer to a problem; [v] to do physical exercise,2,(일이) 잘되어가다; (문제를) 해결하다; 운동하다; 계산하다
52,come around,[v] to happen again at a regular time; [v] to become conscious again; [v] to visit someone at their home,2,(정기적으로) 돌아오다; 정신이 들다; 방문하다
52,hang around,[v] to wait or spend time somewhere without any clear purpose,2,"어슬렁거리다, 서성거리다"
52,turn around,[v] to move so that you face the opposite direction; [v] (of a business or economy) to become successful again after doing badly,2,"몸을 돌리다; (의견, 태도 등이) 바뀌다; (시장, 경제 등이) 호전되다"
52,turn aside,"[v] to turn in a different direction, especially to avoid something",2,"(특히 피하려고) 돌리다, 방향을 바꾸다"
53,call on,[v] to visit someone for a short time; [v] to formally ask someone to do something,2,(짧게) 방문하다; 부탁하다
53,catch on,[v] to become popular; [v] to understand something,2,"유행하다, 인기를 얻다; 이해하다"
53,count on,[v] to depend on someone or something with confidence,2,"의지하다, 믿다"
53,dwell on,"[v] to keep thinking or talking about something, especially something unpleasant",2,"연연하다, (오랫동안) 깊이 생각하다"
53,get on with,[v] to continue doing something; [v] to have a friendly relationship with someone,2,계속해나가다; (~와) 사이좋게 지내다
53,let on,[v] to tell someone a secret; to reveal something,2,"(비밀 등을) 말하다; 누설하다, 폭로하다"
