unit,word,definition,source,flag
47,insane,[adj] Exhibiting unsoundness or disorder of mind; not sane; utterly mad; [adj] Causing insanity or madness,Datamuse 조회,
47,thrifty,[adj] Showing thrift; economical; frugal,Datamuse 조회,
47,overlook,"[v] To fail to notice; to look over and beyond (anything) without seeing it; [v] To pretend not to have noticed (something, especially a mistake or flaw); to pass over (something) without censure or punishment",Datamuse 조회,
47,coward,[n] A person who lacks courage; [adj] Cowardly,Datamuse 조회,
47,flatter,"[v] To compliment someone, often (but not necessarily) insincerely and sometimes to win favour; [v] To enhance or gratify someone's vanity by praising them",Datamuse 조회,
47,lure,"[v] To attract by temptation, appeal, or guile; [n] A velvet smoothing brush",Datamuse 조회,
47,settle,"[v] To conclude or resolve (something):; [v] To determine (something which was exposed to doubt or question); to resolve conclusively; to set or fix (a time, an order of...",Datamuse 조회,
48,afflict,"[v] To cause (someone) pain, suffering or distress",Datamuse 조회,
48,backfire,"[v] To fail in a manner that brings down further misfortune; [v] To fire in the opposite direction, for example due to an obstruction in the barrel",Datamuse 조회,
48,consecutive,"[adj] Following, in succession, without interruption; [adj] Having some logical sequence",Datamuse 조회,
48,curb,"[v] To check, restrain or control; [n] A concrete margin along the edge of a road; a kerb (UK, Australia, New Zealand)",Datamuse 조회,
48,defy,[v] To refuse to obey; [v] To challenge (someone) or brave (a hazard or opposition),Datamuse 조회,
48,delude,[v] To deceive into believing something which is false; to lead into error; to dupe,Datamuse 조회,
48,detest,[v] To dislike (someone or something) intensely; to loathe,Datamuse 조회,
48,futile,"[adj] Incapable of producing results, useless; doomed not to be successful; not worth attempting; [adj] Insignificant; frivolous",Datamuse 조회,
48,gasp,"[v] To draw in the breath suddenly, as if from a shock; [v] To breathe quickly or in a labored manner, as after exertion; to respire with heaving of the breast; to pant",Datamuse 조회,
48,gratify,[v] To please; [v] To make content; to satisfy,Datamuse 조회,
48,intrude,"[v] To thrust oneself in; to come or enter without invitation, permission, or welcome; to encroach; to trespass; [v] To force in",Datamuse 조회,
48,linger,"[v] To stay or remain in a place or situation, especially as if unwilling to depart or not easily able to do so; [v] To consider or contemplate for a period of time; to engage in analytic thinking or discussion",Datamuse 조회,
48,procrastination,"[n] The act of postponing, delaying or putting off, especially habitually or intentionally",Datamuse 조회,
48,refrain,[v] To stop oneself from some action or interference; to abstain; to eschew; [n] The chorus or burden of a song repeated at the end of each verse or stanza,Datamuse 조회,
49,break up,[v] To end a (usually romantic or sexual) relationship; [v] To end a (usually romantic or sexual) relationship with each other,Datamuse 조회,
49,build up,[v] To accumulate: to increase incrementally or continually; [v] To erect; to construct,Datamuse 조회,
49,burn up,[v] To catch fire and burn until destroyed; [v] To destroy by burning,Datamuse 조회,
49,call up,[v] To call on the telephone; [v] To retrieve from personal or computer memory,Datamuse 조회,
49,come up with,"[v] To manage to produce, deliver, or present (something) by inventing, creating, thinking of, or obtaining it; [v] To reach or overtake",Datamuse 조회,
49,dry up,[v] To become dry (often of weather); to lose water; [v] To cause to become dry,Datamuse 조회,
49,hold up,"[v] To detain by threatening, usually with a weapon, in order to commit robbery; [v] To wait or delay",Datamuse 조회,
49,keep up with,"[v] To manage to remain up to date with trends, fashions, etc; [v] To manage to follow an argument, a discussion, etc",Datamuse 조회,
49,look up,"[v] To obtain, or seek to obtain, information about something; [v] To enter a query into a database or search engine",Datamuse 조회,
49,make up,"[v] To constitute, to compose; [v] To constitute the components of a whole",Datamuse 조회,
49,make up for,[v] to do something good in order to balance something bad,손으로 작성,
49,pick up,"[v] To lift; to grasp and raise; [v] To collect an object, especially in passing",Datamuse 조회,
49,put up with,"[v] To endure, tolerate, suffer through, or allow, especially something annoying; [v] To be taken in; to be sheltered (put up)",Datamuse 조회,
49,set up,[v] To make ready for use; [v] To arrange logically,Datamuse 조회,
49,take up,[v] To lift; to raise; [v] To pick up,Datamuse 조회,
49,turn up,"[v] To show up; to appear suddenly or unexpectedly; [v] To increase the amount of something by means of a control, such as the volume, heat, or light",Datamuse 조회,
49,break down,"[v] To stop functioning; [v] To unexpectedly collapse, physically or in structure",Datamuse 조회,
49,bring down,[v] To make (a ruler or government) lose their position of power; [v] To reduce,Datamuse 조회,
49,come down with,[v] To contract or get (an illness); to show symptoms of; [v] To lay down (money) in payment; to pay,Datamuse 조회,
49,get down,"[v] To relax and enjoy oneself completely; be uninhibited in one's enjoyment; [v] To dance, particularly without inhibition or restraint, or in a sexually suggestive manner",Datamuse 조회,
49,hand down,"[v] To transmit in succession, as from father to son, or from predecessor to successor; [v] To donate (as second hand.)",Datamuse 조회,
49,hold down,"[v] To continue, to hold and to manage well; to keep; maintain; support; [v] To restrain; to check",Datamuse 조회,
49,let down,[v] To disappoint; to betray or fail somebody; [v] To allow to descend,Datamuse 조회,
49,look down on,[v] To regard or treat as inferior; [v] To view from a vantage point,Datamuse 조회,
49,put down,"[v] To insult, belittle, or demean; [v] To halt, eliminate, stop, or squelch, often by force",Datamuse 조회,
49,settle down,"[v] To establish a settled lifestyle for oneself, especially by marrying; [v] To grow comfortable and familiar with one's new accommodation or circumstances",Datamuse 조회,
49,turn down,"[v] To refuse, decline, or deny; [v] To reduce the power, etc. of something by means of a control, such as the volume, heat, or light",Datamuse 조회,
50,back off,"[v] To become less aggressive, particularly when one had appeared committed to act; [v] To move backwards away from something",Datamuse 조회,
50,break off,"[v] To discontinue abruptly; [v] To end abruptly, either temporarily or permanently",Datamuse 조회,
50,call off,[v] To recall; to cancel or call a halt to; [v] To telephone in one's notice of a day's absence from work,Datamuse 조회,
50,come off,"[v] To have some success; to succeed; [v] To escape or get off (lightly, etc.); to come out of a situation without significant harm",Datamuse 조회,
50,cut off,"[v] To stop the provision or supply of something, e.g. power, water; [v] To remove by cutting",Datamuse 조회,
50,get off,[v] To move from being on top of (something) to not being on top of it; [v] To stop touching or physically interfering with something or someone,Datamuse 조회,
50,give off,[v] To emit; to produce and send forth; to come across in some manner,Datamuse 조회,
50,go off,"[v] To explode; [v] To fire, especially accidentally",Datamuse 조회,
50,keep off,[v] To stay or cause to stay at a distance (from),Datamuse 조회,
50,lay off,"[v] To dismiss (workers) from employment, e.g. at a time of low business volume or through no fault of the worker, often with a severance...; [v] To cease, quit, stop (doing something)",Datamuse 조회,
50,pay off,[v] To pay back; to repay; [v] To become worthwhile; to produce a net benefit,Datamuse 조회,
50,put off,"[v] To postpone, especially through procrastination; [v] To delay (a task, event, etc.)",Datamuse 조회,
50,roll off,"[v] To come off (something) with a rolling motion; [v] To take (something) off (i.e., remove it) via a rolling motion",Datamuse 조회,
50,see off,[v] To accompany someone to a point of departure; to ensure someone departs safely; [v] To defeat; to get rid of,Datamuse 조회,
50,set off,[v] To leave; to set out; to begin a journey or trip; [v] To begin; to cause; to initiate,Datamuse 조회,
50,show off,"[v] To attract attention to for the purpose of bragging or personal exhibitionism; to demonstrate a skill, talent or property for the...; [v] To exhibit the best attributes of something",Datamuse 조회,
50,take off,[v] To leave the ground and ascend into the air or into flight; [v] To remove,Datamuse 조회,
50,turn off,"[v] To power down, to switch off, to put out of operation, to deactivate (an appliance, light, mechanism, functionality etc.); [v] To become deactivated; to become powered down",Datamuse 조회,
50,wear off,"[v] to diminish in effect; [v] to disappear because of being abraded, over-polished, or abused",Datamuse 조회,
50,work off,[v] To lose (weight) by doing physical work; to burn off the calories gained from eating something; [v] To end (a debt) by doing labor for the person owed money,Datamuse 조회,
50,do away with,[v] To abolish; to put an end to; to eliminate; [v] To have someone killed,Datamuse 조회,
50,give away,[v] To make a gift of (something); [v] To sell very cheaply,Datamuse 조회,
50,pass away,[v] to die,손으로 작성,
50,take away,"[v] To remove something, either material or abstract, so that a person no longer has it; [v] To remove something and put it in a different place",Datamuse 조회,
